imagePath,labelId
Tomato___Tomato_Yellow_Leaf_Curl_Virus\61f1fdf9-4a44-4bfa-9762-fe39eef02552___YLCV_GCREC 2742.JPG,35
Peach___Bacterial_spot\5e24019a-a4c3-4b7b-a5ec-ad6ee28c9ec5___Rutg._Bact.S 2016.JPG,16
Peach___Bacterial_spot\b03ffd06-fc70-4d67-8234-49dc8192a5d4___Rut._Bact.S 3419.JPG,16
Tomato___Early_blight\862c7fa2-1ab0-4bce-9f9b-76cbb4a096e1___RS_Erly.B 7521.JPG,29
Tomato___Tomato_mosaic_virus\3f2e59c8-d048-4995-adc0-a9a758044b8d___PSU_CG 2206.JPG,36
Orange___Haunglongbing_(Citrus_greening)\be0238b2-331f-4caa-9fd0-05ede6966e9b___CREC_HLB 7791.JPG,15
Orange___Haunglongbing_(Citrus_greening)\c2dc9a22-b57d-48db-82c1-0fc5ee3d113d___UF.Citrus_HLB_Lab 0054.JPG,15
Tomato___Spider_mites Two-spotted_spider_mite\317f11f9-657f-43f7-943e-efb03cc62b40___Com.G_SpM_FL 1608.JPG,33
Cherry_(including_sour)___healthy\7e88d72b-2f03-4220-afbf-060984a9eec9___JR_HL 4114.JPG,6
Tomato___healthy\4c0fe9e1-bbe4-40dc-8a83-97a437693a23___RS_HL 0228.JPG,37
Peach___Bacterial_spot\728975d1-4041-4047-9a36-a2c2cf0f115c___Rutg._Bact.S 1306.JPG,16
Soybean___healthy\71b02273-c181-4d83-afe4-d7f6a2ab08f9___RS_HL 3790.JPG,24
Soybean___healthy\f5a9bb0f-182c-4804-8351-af63f6f5dcd3___RS_HL 5906.JPG,24
Corn_(maize)___Common_rust_\RS_Rust 1914.JPG,8
Apple___Apple_scab\9cbb6419-1670-45d5-a8ad-90cf9eaac971___FREC_Scab 3075.JPG,0
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ec10c0fd-520c-4bcb-933e-9bd695690b09___YLCV_NREC 1988.JPG,35
Grape___Esca_(Black_Measles)\2f584af5-b14c-4fcc-a23e-e06ebda8bd0b___FAM_B.Msls 4366.JPG,12
Tomato___Leaf_Mold\f482c835-b8f2-4ebc-88b2-3b6f58b8a696___Crnl_L.Mold 8949.JPG,31
Orange___Haunglongbing_(Citrus_greening)\778b3d24-4807-4242-9654-218fcdf54e02___UF.Citrus_HLB_Lab 1727.JPG,15
"Pepper,_bell___healthy\87483ac6-8115-4d93-82ad-fbcaeca4a688___JR_HL 8211.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\df985c71-76c5-488b-92b5-70ee58d21dc5___UF.GRC_YLCV_Lab 01778.JPG,35
Tomato___Early_blight\a52492e3-7916-4a13-a175-6a6c0dd3440a___RS_Erly.B 7613.JPG,29
Apple___healthy\72e2d888-0fd6-4bd0-be79-82715f062290___RS_HL 7621.JPG,3
Cherry_(including_sour)___healthy\5e41de53-cd10-49e0-8b6a-ed5c8f19b463___JR_HL 9761.JPG,6
Peach___Bacterial_spot\9b036ee5-26e6-4c28-966e-6a774b857e6e___Rutg._Bact.S 2023.JPG,16
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\50a81b79-f8cd-4697-8035-3b79948ab0f3___FAM_L.Blight 1692.JPG,13
Tomato___Late_blight\93fe4f89-d9a8-4a78-ad48-9a622916cc69___RS_Late.B 6416.JPG,30
Tomato___Tomato_mosaic_virus\bd533964-8188-49ba-92e8-334cdc4ecb70___PSU_CG 2369.JPG,36
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3656643f-a6d2-4fbd-a823-c9a592fc824b___UF.GRC_YLCV_Lab 01794.JPG,35
Tomato___Late_blight\8b08d651-0fcc-43da-8aec-34389f834d63___GHLB2 Leaf 8644.JPG,30
Grape___Esca_(Black_Measles)\1480083c-86a4-479c-90cf-9488d782f32e___FAM_B.Msls 1317.JPG,12
Strawberry___Leaf_scorch\c00b7880-757c-4890-82d8-e47fc41b1749___RS_L.Scorch 1231.JPG,26
Tomato___Early_blight\19427ace-5a24-4e30-8a4d-228ab4a3b99b___RS_Erly.B 7403.JPG,29
Corn_(maize)___Northern_Leaf_Blight\18c8ef79-bb1f-4021-aef3-1604fca63949___RS_NLB 3495.JPG,9
"Pepper,_bell___healthy\568a1f4a-c07c-48a5-8ea6-64b48008e85c___JR_HL 7616.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5b2048c4-20b2-4e3a-b0ff-e65f2783c011___UF.GRC_YLCV_Lab 01303.JPG,35
Cherry_(including_sour)___healthy\a2355a52-d185-4cd6-93db-89b701b2b51c___JR_HL 4088.JPG,6
Tomato___Tomato_Yellow_Leaf_Curl_Virus\41c19027-19ba-494d-9b58-68feccf5987d___YLCV_NREC 2172.JPG,35
Soybean___healthy\5cac3508-41b8-4b71-9c6a-b325ad97b76b___RS_HL 3021.JPG,24
Tomato___Septoria_leaf_spot\6cebad3a-afa4-4c38-9bcc-3977af4434d1___Matt.S_CG 2793.JPG,32
Tomato___Leaf_Mold\808fed44-acfc-492e-b295-9711805936b1___Crnl_L.Mold 8678.JPG,31
Tomato___Bacterial_spot\9b1443e6-25d0-4dbb-a3f4-b586d7cce49f___UF.GRC_BS_Lab Leaf 8769.JPG,28
Grape___Esca_(Black_Measles)\100e782c-741d-4e34-948f-0c2e129a0939___FAM_B.Msls 4161.JPG,12
Apple___healthy\21c10a73-ebeb-4a16-898b-8b39d9d6eca2___RS_HL 6315.JPG,3
"Pepper,_bell___healthy\2ba359a8-68ff-4f4b-9c8d-10cab127b257___JR_HL 8294.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\79e6edeb-be80-4552-82fa-b9d5cc36ca41___YLCV_GCREC 5499.JPG,35
Tomato___Early_blight\2606a4ae-7b2f-4fd6-a561-fc9dce2ffc02___RS_Erly.B 9570.JPG,29
Apple___healthy\c1c192eb-1b3d-4fc5-b2c1-4eba9445536d___RS_HL 8061.JPG,3
Tomato___Tomato_Yellow_Leaf_Curl_Virus\2cdc89df-d398-4dd6-98ff-d3433a681af0___UF.GRC_YLCV_Lab 01410.JPG,35
"Pepper,_bell___healthy\4f770d4f-fd8b-4987-8a9b-e813e0c7a61b___JR_HL 8093.JPG",19
Soybean___healthy\e9626ab3-4216-415b-b2f0-1611c727567e___RS_HL 6131.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\99d3f3bc-6cca-4bc9-8e77-d7a7604a9bfb___UF.GRC_YLCV_Lab 09510.JPG,35
Corn_(maize)___Northern_Leaf_Blight\5bc3264f-8e2a-4294-a940-e607cdc68f3b___RS_NLB 3939.JPG,9
"Pepper,_bell___healthy\f2833b90-ad7d-4bd8-bb88-9f97d0517c98___JR_HL 8325.JPG",19
Corn_(maize)___healthy\ab077499-4113-4aec-b483-e2e23f9ff109___R.S_HL 7931 copy.jpg,10
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\801db508-6c7c-45b4-9687-13c73e1e074f___RS_GLSp 7279.JPG,7
Corn_(maize)___Common_rust_\RS_Rust 2146.JPG,8
"Pepper,_bell___healthy\ca892e94-6f92-4676-bf0c-a81ee6eb8997___JR_HL 5827.JPG",19
Tomato___Tomato_mosaic_virus\55117128-4dcf-4b3a-bde6-9f42a18d4b24___PSU_CG 2377.JPG,36
Corn_(maize)___Common_rust_\RS_Rust 2162.JPG,8
Raspberry___healthy\47bf725b-8d18-4469-89e4-43f9102e6e48___Mary_HL 6276.JPG,23
Tomato___healthy\b4a648b8-4132-4bfa-9a7d-13c1a8696c9b___GH_HL Leaf 295.1.JPG,37
Apple___healthy\c69944f6-08da-4638-8ff6-7e97b5878b57___RS_HL 5816.JPG,3
Grape___Esca_(Black_Measles)\72bc9384-a815-44a3-80ca-3ce58fd7f199___FAM_B.Msls 1136.JPG,12
Grape___Esca_(Black_Measles)\7ea4cc7f-58c1-4183-b039-c601dde02ded___FAM_B.Msls 1011.JPG,12
Raspberry___healthy\11af4433-0a02-4684-a519-a1c2adbe9ceb___Mary_HL 6395.JPG,23
Tomato___Spider_mites Two-spotted_spider_mite\9514a969-3abc-44e7-b75a-9bcf3670b105___Com.G_SpM_FL 9310.JPG,33
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\649b0a9c-e565-4071-ac06-6eb1eeb08ca3___FAM_L.Blight 1558.JPG,13
Tomato___Spider_mites Two-spotted_spider_mite\e2aa2f14-9b4e-4b25-aa44-797be70717f4___Com.G_SpM_FL 1620.JPG,33
Potato___Late_blight\aec94baf-a0e8-43af-80af-4bab46d84ad8___RS_LB 5100.JPG,21
Tomato___Bacterial_spot\ccfdfe87-72ec-4b17-bd86-9f0bb242dfd5___GCREC_Bact.Sp 3367.JPG,28
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a63b294e-c199-4f6b-ae02-23e0617143b3___UF.GRC_YLCV_Lab 08538.JPG,35
Tomato___Septoria_leaf_spot\f449911c-51bb-42e0-858a-68259c0edcf0___Matt.S_CG 7566.JPG,32
Grape___Esca_(Black_Measles)\9a64888b-946b-4199-be73-5f78a9006bb9___FAM_B.Msls 0976.JPG,12
Soybean___healthy\43c04ad9-5f2e-4375-aaeb-96f5b2a6dd61___RS_HL 6393.JPG,24
Potato___Early_blight\3ab92984-3126-4154-9bfd-f2c8c9fd670e___RS_Early.B 7440.JPG,20
Corn_(maize)___Common_rust_\RS_Rust 2426.JPG,8
Tomato___Tomato_Yellow_Leaf_Curl_Virus\af2fe3aa-2dda-46f2-93e0-0f6e01fd18cb___YLCV_GCREC 5514.JPG,35
"Pepper,_bell___Bacterial_spot\d4d0e98c-5d9c-4301-9c1e-546c3a3abfd1___JR_B.Spot 9008.JPG",18
Grape___Black_rot\04801745-9457-41fa-97c6-7c9aa769564d___FAM_B.Rot 0367.JPG,11
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6a477475-7b28-4f6f-89ae-2bdfc7b06bc3___UF.GRC_YLCV_Lab 09330.JPG,35
Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,22
Corn_(maize)___Northern_Leaf_Blight\07d88aa9-1c25-46c9-a48a-85db9d970905___RS_NLB 3976.JPG,9
Squash___Powdery_mildew\1f963e14-3072-43de-8bf9-2e91944d5b21___MD_Powd.M 1046.JPG,25
Grape___Black_rot\f241eaeb-5b01-4357-840e-3b7e4ff1a539___FAM_B.Rot 5080.JPG,11
Tomato___healthy\bf2e072b-f57b-48ce-b155-f255bebd85a2___GH_HL Leaf 317.JPG,37
Cherry_(including_sour)___Powdery_mildew\7fe8279e-ac07-4b37-823d-35c2d81e7d3c___FREC_Pwd.M 4478.JPG,5
Tomato___Septoria_leaf_spot\10b13eee-3523-4a86-96cf-5b94191c3f4b___Matt.S_CG 1305.JPG,32
"Pepper,_bell___healthy\bab8a6f8-4810-4152-8ab0-79d928f8b948___JR_HL 7823.JPG",19
Apple___Black_rot\9922fc5b-28d9-4ad7-90f2-7ad252f716dc___JR_FrgE.S 2741.JPG,1
Tomato___Bacterial_spot\2c2692be-ae2d-43e1-8365-8495da20fe90___GCREC_Bact.Sp 3592.JPG,28
Grape___Esca_(Black_Measles)\d998d2cb-fdb2-4afd-9eab-8f01c5873eb3___FAM_B.Msls 1061.JPG,12
Soybean___healthy\a7524855-d23b-4b33-ba25-1a5cb9625e32___RS_HL 7042.JPG,24
Soybean___healthy\9ab334da-f0d2-4c24-a320-9d869b22e99b___RS_HL 7352.JPG,24
Tomato___Bacterial_spot\61c2fc74-79b0-4c16-8d6e-14d054281bc8___GCREC_Bact.Sp 3086.JPG,28
Grape___Black_rot\a4a523db-00c8-4a2b-a2ea-14b24561555e___FAM_B.Rot 5087.JPG,11
Tomato___healthy\1d8bb370-3c10-4806-b2ff-1621e21355ba___RS_HL 9882.JPG,37
"Pepper,_bell___healthy\9cefa2ea-236f-442b-85d1-7bdd7e651039___JR_HL 7628.JPG",19
Soybean___healthy\c1a9551e-d13b-4d57-be6a-0266371ee6b2___RS_HL 3443.JPG,24
Blueberry___healthy\07cf8662-51eb-451c-b4cb-1b25cc8c6b51___RS_HL 2473.JPG,4
Tomato___Late_blight\87f47869-cd63-494b-813d-4355a11c01d5___RS_Late.B 6629.JPG,30
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\6fff9ba3-40b8-460e-abae-f7a22d890047___FAM_L.Blight 4585.JPG,13
Grape___healthy\3a5b41ae-5cda-4d2f-9243-f3dc82a8dfbc___Mt.N.V_HL 9060.JPG,14
Blueberry___healthy\7c6c3c41-8c5f-421a-92d5-898db8939ead___RS_HL 2277.JPG,4
Raspberry___healthy\29833d64-5b6a-47a3-9802-18f88e9fa48d___Mary_HL 9247.JPG,23
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f6c3fbff-d84b-4469-b798-b60a5564e4b6___FAM_L.Blight 4649.JPG,13
Corn_(maize)___healthy\cd3cda5b-be94-430f-b8be-066b1b544cc7___R.S_HL 8294 copy 2.jpg,10
Orange___Haunglongbing_(Citrus_greening)\8e64a96c-f0bd-475a-b95b-9e95b8fc7056___CREC_HLB 6852.JPG,15
Tomato___Bacterial_spot\b983bd4f-f889-4487-8650-eccc89140382___GCREC_Bact.Sp 6139.JPG,28
"Pepper,_bell___healthy\1663be64-8704-420b-8f9e-eb6265029f50___JR_HL 7846.JPG",19
Orange___Haunglongbing_(Citrus_greening)\c79192c7-7a34-4a44-bcac-0af58f1d8b1c___CREC_HLB 5238.JPG,15
Orange___Haunglongbing_(Citrus_greening)\6e6f7ac5-c6dd-40d8-b02b-6f1d94577853___CREC_HLB 4568.JPG,15
Strawberry___Leaf_scorch\8104d6da-f597-4b96-ace9-a47c878dabf6___RS_L.Scorch 1483.JPG,26
Strawberry___Leaf_scorch\fd1df3b4-2647-4232-a705-464a6375a84b___RS_L.Scorch 1500.JPG,26
Tomato___Tomato_Yellow_Leaf_Curl_Virus\013864a9-fc42-4357-8bfe-0d638ce2fc7f___YLCV_GCREC 2023.JPG,35
Squash___Powdery_mildew\6cf19802-ebba-4675-a178-81563a138962___MD_Powd.M 0108.JPG,25
Tomato___Bacterial_spot\66348a1f-6ca3-43c3-9883-ccf79c8dec89___GCREC_Bact.Sp 3640.JPG,28
Tomato___Target_Spot\1c051bf2-9fb9-4d1f-b5c3-d813c0278aca___Com.G_TgS_FL 9683.JPG,34
Tomato___Target_Spot\43a3cb8d-14b2-47c2-a3bd-22a5956ea118___Com.G_TgS_FL 9983.JPG,34
Squash___Powdery_mildew\5efe1006-6207-4763-b98b-77e831cd76f6___UMD_Powd.M 0380.JPG,25
Peach___Bacterial_spot\6f3af450-7f95-4617-801a-2fdb48a02c91___Rutg._Bact.S 1741.JPG,16
Soybean___healthy\c1553884-bb88-498d-8133-f46fe48ec54b___RS_HL 5617 1.JPG,24
Tomato___healthy\3b247bc2-44d4-4fea-ae3e-aef886d27e45___RS_HL 0584.JPG,37
Apple___healthy\0f5cb632-9b97-48ce-88d6-45bf321175ce___RS_HL 6088.JPG,3
Peach___Bacterial_spot\75f876b6-2b3e-4b24-b337-6f7754e1df23___Rut._Bact.S 1291.JPG,16
Blueberry___healthy\6b09a519-d05c-4276-9251-030822af369b___RS_HL 4940.JPG,4
Corn_(maize)___Northern_Leaf_Blight\d36dfeef-82b0-4bfc-b202-0abe50242a21___RS_NLB 3928.JPG,9
Peach___Bacterial_spot\31cd4058-41e4-4125-8fe2-2d8db9e01e6f___Rut._Bact.S 1244.JPG,16
Orange___Haunglongbing_(Citrus_greening)\57048562-4b6e-4ce8-9561-3037e973e5a5___CREC_HLB 7177.JPG,15
Cherry_(including_sour)___Powdery_mildew\112567fd-5046-4328-80f1-f33e01f76cbf___FREC_Pwd.M 5038.JPG,5
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d49f447e-dcf2-4c39-9672-a9078fce812a___YLCV_NREC 2444.JPG,35
Peach___Bacterial_spot\181cd098-8462-457a-aaae-6ad757127227___Rut._Bact.S 1466.JPG,16
Soybean___healthy\720bc579-7307-43fe-8a40-c68bb6f2a519___RS_HL 6891.JPG,24
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b723929-deb3-4058-9d01-c5b7e2d79551___UF.GRC_YLCV_Lab 01739.JPG,35
Orange___Haunglongbing_(Citrus_greening)\65b71667-5992-4d0c-9a52-fb697e22b8f4___CREC_HLB 7109.JPG,15
Corn_(maize)___Northern_Leaf_Blight\282df623-9898-4233-913c-ce9e88613cf7___RS_NLB 4015.JPG,9
Tomato___Spider_mites Two-spotted_spider_mite\d98dc8ce-cc9e-4a8c-9c8a-f5edee9493b1___Com.G_SpM_FL 1208.JPG,33
Tomato___Late_blight\b7f7a13f-b7c0-4923-aaba-c270ce583b66___RS_Late.B 6686.JPG,30
Strawberry___Leaf_scorch\cf8aeac0-eb5e-4b21-9d20-6dec6e64e87f___RS_L.Scorch 0852.JPG,26
Tomato___Target_Spot\ca7de317-7f03-4223-a880-b4e37f5be25a___Com.G_TgS_FL 8203.JPG,34
Orange___Haunglongbing_(Citrus_greening)\d20aa2f7-50d8-482e-b9f6-2bf67a87370d___CREC_HLB 7734.JPG,15
"Pepper,_bell___healthy\6c8f7323-5d71-44d3-8d30-825f91de854a___JR_HL 7577.JPG",19
Tomato___Tomato_Yellow_Leaf_Curl_Virus\16951e1f-de33-4572-96f9-4be312c55d6b___UF.GRC_YLCV_Lab 03213.JPG,35
Cherry_(including_sour)___healthy\d699b1fd-0743-4406-b7b2-72ced5b5090c___JR_HL 9730.JPG,6
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3cea18a4-a146-4b78-a184-f0c05b53faea___YLCV_GCREC 2761.JPG,35
"Pepper,_bell___Bacterial_spot\313c8e04-9195-4b11-9f63-72ce704f78f3___NREC_B.Spot 9245.JPG",18
Apple___Apple_scab\0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137.JPG,0
Orange___Haunglongbing_(Citrus_greening)\82749e40-803d-4da0-84ef-f1ce0b410be1___UF.Citrus_HLB_Lab 0292.JPG,15
Orange___Haunglongbing_(Citrus_greening)\5cf6841b-3894-4e89-ae3d-55e7c231944e___CREC_HLB 4553.JPG,15
Potato___Late_blight\6fa565d1-4fab-4331-b30d-772babc186a4___RS_LB 3887.JPG,21
Tomato___Spider_mites Two-spotted_spider_mite\08f0fd0e-d4b1-400d-9df1-2d61d24c95f0___Com.G_SpM_FL 9397.JPG,33
Orange___Haunglongbing_(Citrus_greening)\884efe11-7ec2-4582-a4af-48f97e2dc8d6___UF.Citrus_HLB_Lab 0607.JPG,15
Grape___Black_rot\36160eed-7b0e-461c-b3a4-174e37e414cb___FAM_B.Rot 0749.JPG,11
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f40a9296-2020-4a3a-b3bc-b5f452ef7e64___YLCV_GCREC 2738.JPG,35
Soybean___healthy\8dbe2747-b3a6-43ce-a7d3-353a202a2949___RS_HL 5943.JPG,24
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0ce6543f-9694-4b3a-b767-9bc909f54f73___RS_GLSp 4663 copy.jpg,7
Orange___Haunglongbing_(Citrus_greening)\a10c732b-5096-4238-ace3-5b8ecc38e8c9___CREC_HLB 4483.JPG,15
Tomato___Tomato_Yellow_Leaf_Curl_Virus\9ad05475-1dd4-4fde-98da-9aaaa103be06___UF.GRC_YLCV_Lab 02380.JPG,35
Tomato___Early_blight\87725f1b-be8c-42b8-8eed-671b0c52276d___RS_Erly.B 7431.JPG,29
Tomato___healthy\06ee1c8d-fbe4-48e9-a1b2-fed7ed5539f7___GH_HL Leaf 293.JPG,37
Tomato___Target_Spot\e68c0e5a-9d55-4b19-956a-ca7de83b3135___Com.G_TgS_FL 7964.JPG,34
Squash___Powdery_mildew\2febd968-8a8c-4b62-93c4-2ebbfad2f08d___UMD_Powd.M 9915.JPG,25
Orange___Haunglongbing_(Citrus_greening)\625f2fad-4615-4619-b004-348b137963ff___CREC_HLB 5277.JPG,15
Cherry_(including_sour)___healthy\e4f9ab10-b650-42bb-abcb-e5577ffcc1fe___JR_HL 9629.JPG,6
Tomato___Bacterial_spot\8c2d8590-4fb3-4670-b2f0-384df42eb3a7___GCREC_Bact.Sp 5921.JPG,28
Grape___Esca_(Black_Measles)\27d377ed-a7fb-4f44-bdd7-bd638c79bf9b___FAM_B.Msls 4271.JPG,12
Orange___Haunglongbing_(Citrus_greening)\125df25f-e712-4ece-ae0e-6a93d9151527___UF.Citrus_HLB_Lab 9762.JPG,15
Squash___Powdery_mildew\2958adc9-d0b8-4a0f-b76a-08e23fc89399___MD_Powd.M 0151.JPG,25
Apple___healthy\66b2ddc7-46d8-487c-a93b-43d4332b7a31___RS_HL 5764.JPG,3
Tomato___Tomato_Yellow_Leaf_Curl_Virus\96cd3041-9e88-4796-9e9f-e2eda1ecff42___YLCV_GCREC 2290.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\261eaa37-c66d-4cf5-bb3d-9d3d132fd7bf___UF.GRC_YLCV_Lab 09554.JPG,35
Soybean___healthy\c1fd71a1-ebbb-4b1e-81e7-a1f7f00bddbc___RS_HL 4284.JPG,24
Tomato___Target_Spot\dd4d1232-9a04-417d-9551-16bc8aeca9b8___Com.G_TgS_FL 8292.JPG,34
Corn_(maize)___healthy\9e5babf1-042a-4272-aa78-c29f30041a47___R.S_HL 7910 copy 2.jpg,10
Corn_(maize)___healthy\2dea9c22-b644-47f4-905b-ceaec13c929a___R.S_HL 0632 copy 4.jpg,10
Tomato___Target_Spot\36356b7e-0d6b-4ead-af0d-2c2125406086___Com.G_TgS_FL 0882.JPG,34
Corn_(maize)___healthy\2bc73f3d-9886-4873-8c78-835f1c219878___R.S_HL 7980 copy.jpg,10
Tomato___Tomato_Yellow_Leaf_Curl_Virus\568fc2f7-f725-46c6-803a-8b92ef6613dc___YLCV_GCREC 2403.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5311d5a5-0331-406d-a010-7f405cf4b2ad___UF.GRC_YLCV_Lab 09557.JPG,35
Tomato___Spider_mites Two-spotted_spider_mite\145f452c-a852-4fcc-8c81-d59165ecb774___Com.G_SpM_FL 8776.JPG,33
Tomato___Bacterial_spot\92da1c91-9a0e-4124-b596-1a5bb9018048___GCREC_Bact.Sp 5611.JPG,28
Tomato___Tomato_Yellow_Leaf_Curl_Virus\82c706b4-04f5-48bf-b509-8e7a890d0950___YLCV_GCREC 2370.JPG,35
Apple___healthy\fac70506-5bb2-40bb-a8bd-249cbe7c27e3___RS_HL 7693.JPG,3
Tomato___Late_blight\67bb7136-ae93-4839-853b-26e6cbf868f6___GHLB2 Leaf 105.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a9408d7-125d-46b4-b028-97de2f8901e0___YLCV_GCREC 2404.JPG,35
"Pepper,_bell___Bacterial_spot\e5d90520-de2e-4c6b-b73d-ca7f90c69772___NREC_B.Spot 1916.JPG",18
Orange___Haunglongbing_(Citrus_greening)\ec908909-32a0-4e8e-84b7-6a793d375cf1___CREC_HLB 7690.JPG,15
Tomato___Septoria_leaf_spot\56d9c252-fe48-4a39-8264-8bfce1f8ba2a___JR_Sept.L.S 2562.JPG,32
Grape___Esca_(Black_Measles)\f18ca6c7-365a-49a7-bea2-4b1928c1fedd___FAM_B.Msls 4470.JPG,12
Orange___Haunglongbing_(Citrus_greening)\e1a379e6-0500-4d91-a885-0e7f9a840217___CREC_HLB 7148.JPG,15
Cherry_(including_sour)___Powdery_mildew\118fc556-d623-4ac9-95e3-e42052930df4___FREC_Pwd.M 5040.JPG,5
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ec757bc6-336d-4e29-89ab-23cdfb922d17___UF.GRC_YLCV_Lab 01837.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e0d596b7-0d68-4ae4-ac67-f7f17f1081a4___UF.GRC_YLCV_Lab 02757.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\39e48a24-3108-482a-89b8-447645e2f5db___YLCV_NREC 2515.JPG,35
Tomato___Septoria_leaf_spot\006c018a-bb21-4a24-b1ff-d8b2864a7354___Matt.S_CG 6192.JPG,32
Grape___Black_rot\20665daf-9b0c-4485-84e3-1387941ce4b3___FAM_B.Rot 0516.JPG,11
Orange___Haunglongbing_(Citrus_greening)\fb09a24e-f6f1-4b79-b4aa-bc0d23d3a329___CREC_HLB 4668.JPG,15
Tomato___Spider_mites Two-spotted_spider_mite\dc8a9f3d-1514-4bae-b79f-02c9fd4cc6a5___Com.G_SpM_FL 8671.JPG,33
Soybean___healthy\98d508a8-53fb-483a-95ad-ddf7bda3fa8d___RS_HL 4602.JPG,24
Apple___Cedar_apple_rust\fb27b16c-4ac1-45e9-abd2-487a1a528fb0___FREC_C.Rust 0206.JPG,2
Soybean___healthy\73e92e55-c5a5-45d2-a1db-5744b2d36ff5___RS_HL 7534.JPG,24
Peach___Bacterial_spot\249e9760-bb1b-487a-ad68-25eb3c558330___Rutg._Bact.S 1298.JPG,16
Corn_(maize)___healthy\6a94d8f3-e2c7-4c1b-a0fe-04f2d01241a5___R.S_HL 8125 copy.jpg,10
Squash___Powdery_mildew\3c286622-d96d-4de6-8bf7-8c27fb277613___MD_Powd.M 0133 copy.jpg,25
Cherry_(including_sour)___Powdery_mildew\53e65c04-8e61-4867-864d-ba917f0aa939___FREC_Pwd.M 0396.JPG,5
Soybean___healthy\eb6d0eee-eea7-45ea-9855-1282cdd263e3___RS_HL 3819.JPG,24
Orange___Haunglongbing_(Citrus_greening)\4e17ea4e-226a-4817-bf2e-f82f0a687ec5___CREC_HLB 5619.JPG,15
Tomato___Early_blight\5339898b-4bf4-4ee0-b69c-eac14c202a69___RS_Erly.B 9430.JPG,29
Corn_(maize)___Northern_Leaf_Blight\5ab0a55a-509c-4c16-8e16-cb2880f0677d___RS_NLB 4105.JPG,9
"Pepper,_bell___healthy\c40b6a46-5181-43ad-a27d-7e68fcd20f87___JR_HL 8553.JPG",19
Tomato___Leaf_Mold\dbbb1200-16e8-4842-acbf-57ccd1afc2dc___Crnl_L.Mold 7035.JPG,31
Tomato___Late_blight\01ebf21e-ef94-4c92-b007-0b26741c2fc8___GHLB2 Leaf 9075.JPG,30
Tomato___Tomato_Yellow_Leaf_Curl_Virus\56f5493b-66a3-4bab-94b9-80722c52e433___YLCV_GCREC 2427.JPG,35
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a715b09-e475-41fc-89ca-893ddd45e0df___UF.GRC_YLCV_Lab 01883.JPG,35
Corn_(maize)___Northern_Leaf_Blight\4376c828-f03e-4953-a2db-bd6405eadc68___RS_NLB 4061 copy 2.jpg,9
Tomato___Late_blight\ebbdadc5-972c-45fb-a6c2-99e8015cf4a9___RS_Late.B 5479.JPG,30
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\6fad4de0-54bf-4869-80ac-d290bd7d0da8___FAM_L.Blight 1432.JPG,13
Tomato___Late_blight\4b115bc3-911c-4e98-b948-a6a360f06a87___GHLB_PS Leaf 25 Day 9.jpg,30
Tomato___Leaf_Mold\b625a517-f750-41d9-887d-61033eddbce9___Crnl_L.Mold 8890.JPG,31
Orange___Haunglongbing_(Citrus_greening)\a79fcc05-a9e2-4d66-972a-d15cda1542d6___CREC_HLB 4521.JPG,15
Soybean___healthy\dd6689cc-760a-4552-ac32-954913872fee___RS_HL 3620.JPG,24
Peach___healthy\9d4dab6a-9f3d-4824-9956-99895d9e0089___Rutg._HL 2483.JPG,17
Soybean___healthy\d2c524a0-94cf-4fbc-85cb-bd1bf7890a4e___RS_HL 3667.JPG,24
Grape___Esca_(Black_Measles)\1249a146-35de-4bb5-8291-4ba582cfc3ee___FAM_B.Msls 0825.JPG,12
